customer_id,first_name,last_name,age,city,state,member_since
491,Camila,Allen,30,Philadelphia,PA,2020-09-05
492,Elijah,Thomas,66,San Antonio,TX,2022-10-08
493,Camila,Scott,52,New York,NY,2022-01-25
494,Lily,Rodriguez,55,Charlotte,NC,2020-06-25
495,Evelyn,Sanchez,61,Chicago,IL,2022-09-07
496,Owen,Roberts,42,San Francisco,CA,2023-03-23
497,Elijah,Lee,57,Chicago,IL,2020-05-31
498,Layla,Baker,49,Charlotte,NC,2021-12-06
499,Stella,Scott,56,Phoenix,AZ,2023-04-18
500,Stella,Rodriguez,43,Philadelphia,PA,2022-10-26
